"","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_verifications","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","number_of_reviews","reviews_per_month","review_scores_rating","instant_bookable","fully_booked_30","host_since_months_int"
"8372","within an hour",100,99,"FALSE",165,"phone_email",-33.9189099,18.4190809,"Entire home/apt",4,1,2,2,2097,1,365,3.8,365,11,0.95,4.45,"TRUE","no",53
"8373","within a day",71,56,"TRUE",3,"phone_email",-34.12967,18.3396,"Entire home/apt",2,1,1,1,2000,2,1125,2,1125,7,0.24,5,"FALSE","no",129
"8374","within a few hours",100,60,"FALSE",1,"phone_email",-34.04485,18.36769,"Entire home/apt",8,3.5,4,4,8766,5,1125,5,1125,28,0.36,5,"FALSE","no",128
"8375","within an hour",100,100,"TRUE",3,"phone_email",-33.92202,18.5308,"Private room",2,1,1,2,656,2,1125,2,1125,48,0.55,4.88,"TRUE","no",123
"8376","within a few hours",100,93,"TRUE",1,"phone_only",-34.19396,18.42995,"Entire home/apt",2,1,1,1,708,3,90,3,90,11,0.99,4.91,"FALSE","no",23
"8377","within an hour",100,100,"TRUE",1,"phone_email",-33.97862079,18.45150971,"Entire home/apt",2,1,1,1,1378,2,365,2,365,11,1.06,5,"FALSE","no",66
"8378","within an hour",100,89,"FALSE",1,"phone_email",-33.91904832,18.42552471,"Entire home/apt",2,1,1,1,691,2,1080,2.2,1125,2,2,4.5,"FALSE","no",10
"8379","within an hour",100,100,"FALSE",108,"phone_only",-33.79114229,18.45849656,"Entire home/apt",2,1,1,1,809,2,365,2.4,365,1,1,2,"TRUE","no",163
"8380","within an hour",100,95,"TRUE",23,"phone_email",-34.1271,18.44785,"Entire home/apt",4,2,2,2,3258,2,365,5.3,365,4,0.53,5,"FALSE","no",166
"8381","within a few hours",100,71,"TRUE",1,"phone_email",-34.02113,18.41572,"Entire home/apt",4,2,2,2,2560,1,1125,1,1125,56,0.54,4.95,"FALSE","no",130
"8382","within an hour",100,94,"TRUE",1,"phone_email",-33.91073,18.39017,"Entire home/apt",2,1,1,2,1900,4,7,4,7,139,1.96,4.96,"FALSE","no",85
"8383","within a day",100,78,"TRUE",1,"phone_email",-34.19877,18.44527,"Private room",2,1,0,2,510,1,1125,1,1125,74,0.78,4.89,"FALSE","no",128
"8384","within a few hours",100,69,"FALSE",1,"phone_email",-34.03421849,18.34684295,"Entire home/apt",9,3,3,5,3780,4,365,4,365,4,0.37,5,"FALSE","yes",152
"8385","within a few hours",100,93,"TRUE",2,"phone_email",-33.9613602,18.3856297,"Entire home/apt",2,1,1,1,1600,2,365,2,365,13,0.84,4.92,"FALSE","no",117
"8386","within an hour",100,90,"TRUE",12,"phone_email",-33.95589,18.38428,"Entire home/apt",2,1,1,1,1993,2,1125,2.1,1125,27,0.49,4.89,"FALSE","no",64
"8387","within an hour",100,99,"FALSE",5,"phone_email",-33.92772,18.42138,"Entire home/apt",2,1,1,1,1388,1,1125,1.1,731,2,0.05,5,"TRUE","no",53
"8388","within an hour",100,94,"TRUE",9,"phone_email",-34.0772437,18.870571,"Entire home/apt",6,2,3,3,2373,3,365,3,365,3,1.48,5,"TRUE","no",112
"8389","within a few hours",100,20,"FALSE",1,"phone_email",-33.89031804,18.66591169,"Entire home/apt",4,1,2,2,852,1,100,1,100,6,0.19,4.33,"FALSE","no",40
"8390","within a few hours",100,50,"FALSE",1,"phone_email",-34.00611,18.43625,"Entire home/apt",8,3.5,4,4,8100,4,30,4,30,4,0.12,5,"FALSE","no",114
"8391","within a few hours",90,57,"FALSE",3,"phone_email",-33.90994287,18.39933743,"Private room",1,1,1,1,587,1,1125,1,1125,1,0.27,5,"FALSE","no",110
"8392","within an hour",100,96,"TRUE",148,"phone_email",-33.91689,18.42046,"Entire home/apt",2,1,1,1,3190,2,1125,2,1125,231,5.09,4.93,"FALSE","no",91
"8393","within a few hours",100,93,"TRUE",2,"phone_email",-34.14235,18.33478,"Entire home/apt",2,1,1,2,742,1,365,1,365,72,1.44,4.68,"FALSE","no",100
"8394","within an hour",100,100,"FALSE",1,"phone_email",-33.91822958,18.41776831,"Entire home/apt",8,4,4,4,5286,2,21,2.6,21,13,1.78,4.62,"TRUE","no",18
"8395","within an hour",100,90,"TRUE",16,"phone_only",-33.93467,18.46588,"Entire home/apt",4,1,1,2,469,2,365,2,1125,163,1.65,4.77,"FALSE","no",187
"8396","within a day",75,29,"FALSE",1,"phone_email",-34.15854,18.43177,"Entire home/apt",10,4,5,6,5100,5,14,5,14,14,0.13,5,"FALSE","no",115
"8397","within an hour",100,100,"TRUE",1,"phone_only",-33.8106881,18.4856222,"Entire home/apt",3,1,1,2,765,2,365,2,365,9,0.95,4.78,"TRUE","no",17
"8398","within a few hours",100,94,"TRUE",3,"phone_email",-33.95426,18.37938,"Entire home/apt",8,5.5,5,6,10858,2,1125,2.2,1125,59,0.39,4.98,"FALSE","no",170
"8399","within an hour",100,100,"TRUE",3,"phone_email",-33.89598,18.50558,"Entire home/apt",2,1,1,1,1540,2,365,2.3,1125,18,0.41,4.72,"FALSE","no",51
"8400","within an hour",100,100,"FALSE",2,"phone_email",-34.14274216,18.43394279,"Entire home/apt",4,2,2,3,1500,2,60,2,1125,83,1.18,4.92,"TRUE","no",92
"8401","within an hour",99,100,"TRUE",25,"phone_email",-33.923199,18.4222023,"Entire home/apt",2,1,1,1,1495,1,31,1,31,43,4.57,4.88,"TRUE","no",151
"8402","within a few hours",100,100,"FALSE",1,"phone_email",-33.98443,18.45557,"Entire home/apt",6,4.5,4,6,4500,2,21,2,21,5,0.05,5,"FALSE","yes",129
"8403","within an hour",100,100,"TRUE",1,"phone_email",-33.95779419,18.37887955,"Entire home/apt",6,3,3,5,4412,5,365,11.1,1125,57,1.48,4.89,"FALSE","no",92
"8404","within a day",100,83,"TRUE",1,"phone_email",-34.07514,18.87315,"Entire home/apt",2,1,1,1,562,3,30,3,30,8,0.91,4.75,"FALSE","no",129
"8405","within an hour",100,79,"FALSE",1,"phone_email",-34.07139264,18.843134,"Entire home/apt",2,1,1,1,651,1,365,1,365,9,1.09,4.89,"FALSE","no",58
"8406","within an hour",99,90,"TRUE",51,"phone_email",-34.2091718,18.4610557,"Entire home/apt",10,5.5,5,7,8124,2,365,2.3,365,49,2.18,4.94,"FALSE","no",141
"8407","within an hour",100,89,"FALSE",2,"phone_email",-33.89369718,18.62127854,"Private room",1,1,1,1,434,3,365,3,365,6,0.99,5,"FALSE","no",55
"8408","within an hour",100,98,"TRUE",13,"phone_email",-34.11465,18.46383,"Entire home/apt",4,1,2,3,1683,2,31,2.7,31,156,1.4,4.78,"FALSE","no",149
"8409","within an hour",100,99,"TRUE",73,"phone_email",-33.91739,18.42126,"Entire home/apt",2,1,1,1,1005,1,365,1,365,127,3.58,4.83,"FALSE","no",123
"8410","within an hour",100,98,"TRUE",1,"phone_email",-34.04135,18.36498,"Entire home/apt",2,1,1,1,1653,3,30,3,30,34,1.48,4.94,"FALSE","no",35
"8411","within an hour",97,99,"FALSE",14,"phone_email",-33.9210831,18.41991543,"Entire home/apt",2,1,1,1,1498,2,365,2.1,365,9,1.91,5,"TRUE","no",79
"8412","within a day",55,71,"FALSE",20,"phone_email",-33.92775698,18.42791285,"Entire home/apt",2,1,0,1,1050,4,365,4,365,4,0.38,4.75,"FALSE","yes",40
"8413","within a few hours",100,97,"FALSE",1,"phone_email",-33.93144,18.40891,"Entire home/apt",4,1.5,2,3,1533,4,1125,4,1125,93,0.88,4.85,"FALSE","no",127
"8414","within an hour",100,100,"TRUE",1,"phone_email",-33.8219603,18.4834893,"Entire home/apt",3,1,1,0,726,1,28,1,1125,63,3.36,4.89,"FALSE","no",129
"8415","within an hour",90,83,"FALSE",1,"phone_email",-33.91037,18.41411,"Entire home/apt",4,2,2,2,2572,2,365,2,365,5,1.03,5,"FALSE","no",100
"8416","within a day",50,100,"FALSE",1,"phone_email",-34.06219,18.83764,"Entire home/apt",8,3,5,1,4500,10,365,10,365,2,0.06,4,"FALSE","no",105
"8417","within a day",100,100,"TRUE",1,"phone_email",-34.0725,18.87241,"Entire home/apt",6,2,3,4,1800,2,1125,2,1125,71,0.71,4.92,"FALSE","no",107
"8418","within an hour",100,90,"FALSE",176,"phone_only",-33.9141315,18.4185238,"Entire home/apt",2,1,1,1,1360,4,45,2.7,45,17,1.18,4.76,"FALSE","no",123
"8419","within an hour",100,100,"FALSE",1,"phone_email",-34.13782895,18.33176796,"Entire home/apt",2,1,1,1,1235,3,30,3.3,30,10,0.46,5,"FALSE","yes",32
"8420","within a day",100,100,"FALSE",1,"phone_email",-34.09317,18.87082,"Entire home/apt",6,2,3,3,3325,2,30,2,30,5,0.15,5,"FALSE","no",103
"8421","within an hour",100,75,"TRUE",2,"phone_email",-33.9834613,18.5016789,"Entire home/apt",2,1,1,1,642,2,1125,2,1125,17,0.81,4.94,"FALSE","no",28
"8422","within an hour",97,88,"FALSE",54,"phone_email",-34.01532,18.44097,"Entire home/apt",2,2,1,1,1933,2,365,2,365,36,0.44,5,"FALSE","no",133
"8423","within a day",50,50,"FALSE",1,"phone_email",-33.994053,18.495464,"Entire home/apt",4,1,2,3,722,2,1125,2,1125,50,0.47,4.64,"FALSE","no",112
"8424","within an hour",100,94,"TRUE",11,"phone_email",-34.11976692,18.83975219,"Entire home/apt",2,1,1,1,850,2,365,2.2,365,11,0.94,4.64,"FALSE","no",118
"8425","within an hour",100,100,"TRUE",3,"phone_email",-33.91019,18.41549,"Entire home/apt",2,1,0,1,1268,1,365,1.3,1125,73,1.8,4.62,"FALSE","no",49
"8426","within a day",57,88,"TRUE",2,"phone_email",-34.12605,18.44556,"Entire home/apt",4,0,2,2,3500,3,30,3,30,9,0.09,4.78,"FALSE","yes",118
"8427","within an hour",100,90,"FALSE",176,"phone_only",-33.95646,18.38807,"Entire home/apt",6,2,3,3,4722,2,1125,3.4,1125,61,0.77,4.51,"FALSE","no",123
"8428","within an hour",100,100,"TRUE",2,"phone_email",-34.05923,18.8297,"Entire home/apt",2,1,1,2,523,2,1125,2,1125,73,0.68,4.78,"FALSE","no",118
"8429","within an hour",100,93,"TRUE",1,"phone_email",-33.93837,18.50252,"Entire home/apt",2,1,1,1,692,2,120,2,120,31,0.67,4.94,"FALSE","no",123
"8430","within a day",50,100,"FALSE",1,"phone_email",-34.09499,18.87707,"Entire home/apt",6,3,3,3,4320,3,365,3,365,1,0.05,5,"FALSE","yes",36
"8431","within an hour",100,94,"TRUE",22,"phone_email",-33.915888,18.393345,"Entire home/apt",4,2,2,2,2901,2,150,2.3,1125,33,1.01,4.79,"FALSE","no",155
"8432","within an hour",100,90,"TRUE",72,"phone_email",-33.91515291,18.39468798,"Entire home/apt",2,1,1,1,964,1,365,3.3,248.9,25,2.18,4.8,"TRUE","no",153
"8433","within an hour",100,99,"TRUE",6,"phone_email",-33.9383707,18.4269788,"Entire home/apt",2,1,1,1,810,2,1125,2,1125,33,1.07,4.91,"FALSE","no",128
"8434","within an hour",100,87,"TRUE",49,"phone_email",-34.10433,18.47327,"Entire home/apt",6,2,3,4,1572,2,1125,4.2,995.4,37,1.09,4.81,"FALSE","no",143
"8435","within an hour",100,94,"TRUE",10,"phone_email",-33.7828,18.45506,"Entire home/apt",4,1,2,3,1174,2,90,1.3,1125,111,2.55,4.81,"TRUE","no",118
"8436","within an hour",100,99,"FALSE",165,"phone_email",-33.91801244,18.42626244,"Entire home/apt",2,1,1,1,1123,1,365,3.8,365,1,1,4,"TRUE","no",53
"8437","within an hour",100,76,"FALSE",2,"phone_email",-34.04012,18.50281,"Entire home/apt",2,1,1,1,538,2,365,2,365,16,1.95,5,"FALSE","yes",19
"8438","within a few hours",100,77,"TRUE",2,"phone_only",-34.01806,18.38425,"Entire home/apt",10,3,5,6,6000,7,60,7,60,26,0.24,4.88,"FALSE","yes",115
"8439","within an hour",100,100,"FALSE",2,"phone_email",-33.91857,18.42251,"Entire home/apt",2,1,0,1,1089,2,365,2.3,1125,29,0.68,4.55,"TRUE","no",54
"8440","within a few hours",100,100,"FALSE",2,"phone_email",-33.9128407,18.4183492,"Entire home/apt",2,1,1,1,1118,2,365,2.3,1125,9,0.59,4.22,"TRUE","yes",36
"8441","within an hour",100,98,"TRUE",48,"phone_email",-34.107868,18.470289,"Entire home/apt",2,1,1,1,1030,2,365,5.4,365,8,0.38,4.75,"TRUE","no",92
"8442","within an hour",100,89,"TRUE",62,"phone_email",-33.9220601,18.3805157,"Entire home/apt",4,2,2,2,4104,1,1125,1.9,1125,73,2.4,4.88,"FALSE","no",130
"8443","within an hour",100,100,"FALSE",85,"phone_email",-33.91577,18.41777,"Entire home/apt",2,1,1,2,1744,1,365,3.2,365,5,0.03,3.6,"TRUE","yes",167
"8444","within an hour",100,91,"TRUE",1,"phone_email",-33.8554,18.6846,"Entire home/apt",8,5,7,7,5233,3,30,1.6,1125,6,0.69,4.83,"FALSE","no",34
"8445","within an hour",100,92,"FALSE",20,"phone_email",-33.91296535,18.4184994,"Entire home/apt",2,1,1,1,1219,1,365,4.3,365,28,2.22,4.79,"FALSE","no",101
"8446","within an hour",99,90,"FALSE",69,"phone_email",-33.90816,18.40252,"Private room",2,1,1,1,2481,1,365,3.5,365,3,0.13,2,"TRUE","no",41
"8447","within an hour",100,100,"FALSE",1,"phone_email",-33.908712,18.3976058,"Entire home/apt",2,1,1,1,1743,2,365,2,1125,31,2.2,4.61,"TRUE","no",22
"8448","within an hour",100,80,"FALSE",1,"phone_only",-33.79732,18.47869,"Entire home/apt",5,2,3,4,1800,1,365,1,365,4,0.19,5,"FALSE","no",158
"8449","within an hour",100,99,"FALSE",165,"phone_email",-33.9182604,18.4179181,"Entire home/apt",2,1,0,1,1044,2,365,3.8,365,4,0.25,4,"TRUE","no",53
"8450","within an hour",100,87,"TRUE",1,"phone_email",-33.8999773,18.4078929,"Entire home/apt",7,2.5,4,5,5252,3,60,2.1,60,55,2.59,4.91,"FALSE","no",114
"8451","within an hour",100,90,"TRUE",72,"phone_email",-33.91071,18.405,"Entire home/apt",2,1,1,1,919,2,1124,3.3,249.4,130,1.2,4.7,"TRUE","no",153
"8452","within an hour",100,99,"TRUE",73,"phone_email",-33.91945,18.41948,"Private room",2,1,1,1,842,1,365,1,365,38,1.8,4.87,"FALSE","no",123
"8453","within an hour",100,100,"FALSE",1,"phone_email",-33.9671664,18.4838086,"Entire home/apt",2,1,1,1,750,1,365,1,365,1,1,5,"FALSE","no",79
"8454","within a few hours",67,44,"FALSE",1,"phone_email",-33.86462,18.49014,"Entire home/apt",6,2.5,3,0,2208,14,120,7,120,1,0.56,5,"FALSE","no",26
"8455","within an hour",100,98,"TRUE",3,"phone_email",-34.0063192,18.46238278,"Entire home/apt",2,1,1,1,1808,1,365,1,1125,15,0.68,4.93,"FALSE","no",133
"8456","within a day",55,71,"FALSE",20,"phone_email",-33.9078395,18.39968547,"Entire home/apt",3,1,2,3,986,3,365,3,365,8,0.82,4.13,"FALSE","no",40
"8457","within an hour",100,98,"FALSE",3,"phone_email",-33.89433,18.50371,"Entire home/apt",2,1,0,1,1076,2,365,2.3,1125,36,0.76,4.61,"FALSE","no",65
"8458","within an hour",100,96,"TRUE",148,"phone_email",-33.91708,18.4222,"Entire home/apt",4,2,2,2,3465,2,1125,2,1125,42,3.36,4.83,"FALSE","no",91
"8459","within a day",100,73,"TRUE",1,"phone_email",-33.89396,18.53393,"Entire home/apt",2,1.5,1,1,850,1,30,1,30,82,1.53,4.74,"FALSE","yes",64
"8460","within a few hours",100,86,"TRUE",1,"phone_email",-33.93666,18.40089,"Entire home/apt",2,2,1,1,979,4,730,4,730,38,0.29,4.95,"FALSE","no",152
"8461","within an hour",100,84,"TRUE",3,"phone_email",-33.9222,18.41431,"Private room",2,1,1,1,1260,4,28,3.3,1125,3,0.15,5,"FALSE","yes",28
"8462","within an hour",100,100,"TRUE",2,"phone_email",-33.93532,18.42514,"Entire home/apt",4,1.5,2,3,1800,2,168,2,605.6,22,0.66,4.95,"FALSE","no",157
"8463","within an hour",100,76,"FALSE",2,"phone_email",-34.0387,18.5042,"Entire home/apt",4,1,2,3,765,2,365,2,365,8,0.88,4.88,"FALSE","no",19
"8464","within an hour",100,100,"FALSE",2,"phone_only",-33.92033045,18.42209431,"Entire home/apt",2,1,1,1,1800,1,365,1,365,9,0.8,4.33,"TRUE","no",67
"8465","within an hour",100,100,"TRUE",2,"phone_email",-34.20163,18.37521,"Entire home/apt",4,2.5,2,3,1892,2,62,2,1125,71,1.04,4.96,"FALSE","no",86
"8466","within a few hours",100,81,"TRUE",5,"phone_email",-33.9946538,18.4347259,"Entire home/apt",4,2,2,3,1815,10,60,9.1,60,25,0.98,4.92,"FALSE","no",133
"8467","within an hour",100,100,"FALSE",1,"phone_email",-33.93000145,18.38523423,"Entire home/apt",6,3.5,3,4,11250,2,30,2,30,4,0.43,5,"FALSE","no",98
"8468","within a day",80,96,"FALSE",25,"phone_email",-33.9072353,18.58217933,"Entire home/apt",3,1,3,3,636,3,365,3,365,1,0.11,3,"TRUE","yes",18
"8469","within an hour",100,90,"FALSE",13,"phone_email",-33.9286504,18.4237636,"Entire home/apt",2,1,1,1,459,2,1080,2.2,1125,60,1.85,4.75,"FALSE","no",122
"8470","within an hour",100,95,"FALSE",15,"phone_email",-33.92742,18.44536,"Entire home/apt",2,1,1,1,758,1,1125,1,375.4,2,2,3,"TRUE","no",10
"8471","within an hour",100,90,"FALSE",176,"phone_only",-33.9113601,18.4028009,"Entire home/apt",6,3,3,3,5525,3,45,2.8,45,4,0.37,5,"FALSE","no",123
"8472","within an hour",100,73,"FALSE",18,"phone_email",-33.924349,18.4128734,"Entire home/apt",3,2,2,2,1000,1,365,1,365,2,0.34,4,"TRUE","no",23
"8473","within an hour",100,100,"FALSE",1,"phone_email",-33.9101285,18.3941886,"Entire home/apt",4,2,2,2,2610,2,90,2.6,1125,3,1.15,4.33,"TRUE","no",14
"8474","within a day",90,93,"TRUE",1,"phone_email",-33.88741,18.50759,"Entire home/apt",4,2,2,2,789,2,1125,2,1125,116,1.23,4.83,"FALSE","no",119
"8475","within an hour",100,92,"FALSE",12,"phone_email",-33.96182,18.37554,"Entire home/apt",10,5.5,5,5,16715,4,1125,4,1125,33,0.56,4.82,"FALSE","no",124
"8476","within an hour",100,100,"FALSE",1,"phone_email",-34.13880177,18.32938981,"Entire home/apt",8,4,4,5,4945,2,90,2.7,85.5,15,0.63,4.87,"FALSE","no",121
"8477","within an hour",100,94,"TRUE",75,"phone_email",-33.91741,18.39287,"Entire home/apt",2,1,0,1,808,2,366,1.6,1125,259,3.06,4.88,"FALSE","no",141
"8478","within an hour",100,100,"FALSE",2,"phone_only",-34.05862,18.43346,"Entire home/apt",4,1,2,3,1300,1,90,1,90,79,0.82,4.85,"FALSE","no",103
"8479","within an hour",80,97,"TRUE",46,"phone_email",-33.90968,18.42153,"Private room",2,1.5,1,1,3000,1,365,2.2,731,3,0.18,5,"TRUE","no",83
"8480","within a day",100,97,"TRUE",2,"phone_email",-33.94652,18.37978,"Entire home/apt",10,5,5,5,17910,4,1125,4,1125,18,0.4,4.94,"FALSE","no",95
"8481","within an hour",100,75,"FALSE",2,"phone_email",-34.00212,18.42979,"Entire home/apt",8,3.5,4,4,9310,10,60,10,60,19,0.16,4.84,"FALSE","no",126
"8482","within an hour",100,93,"TRUE",6,"phone_email",-34.0190042,18.34996221,"Entire home/apt",4,1,1,1,1663,1,365,1,365,1,0.13,5,"FALSE","no",16
"8483","within an hour",100,94,"TRUE",75,"phone_email",-33.9091464,18.4056282,"Entire home/apt",6,3.5,3,3,3778,4,365,4.1,365,9,0.78,4.89,"FALSE","no",141
"8484","within a day",100,87,"TRUE",1,"phone_email",-34.03173,18.34247,"Private room",2,1,1,1,715,2,10,2,1125,167,1.57,4.93,"TRUE","yes",124
"8485","within an hour",100,91,"TRUE",58,"phone_email",-33.8298543,18.48192884,"Entire home/apt",4,2,2,3,3185,3,365,3.3,365,4,0.2,4.75,"FALSE","yes",118
"8486","within an hour",100,99,"FALSE",165,"phone_email",-33.9189099,18.4190809,"Entire home/apt",2,1,1,1,1086,1,365,3.8,365,6,0.41,3.5,"TRUE","no",53
"8487","within a few hours",100,83,"TRUE",22,"phone_email",-33.8841613,18.5186869,"Entire home/apt",4,2,2,3,2116,14,30,12.8,30,4,0.44,5,"FALSE","no",147
"8488","within an hour",86,100,"TRUE",3,"phone_email",-33.92179,18.42015,"Entire home/apt",4,1,2,2,1350,2,30,2,1125,155,1.2,4.94,"TRUE","no",157
"8489","within a few hours",100,83,"TRUE",2,"phone_email",-33.87601,18.62949,"Entire home/apt",3,2,2,3,1358,4,21,4.6,21,20,0.79,4.95,"FALSE","no",40
"8490","within an hour",100,86,"FALSE",3,"phone_only",-33.89263,18.4912,"Private room",2,1,1,1,760,1,365,2,365,16,0.5,4.19,"FALSE","no",39
"8491","within an hour",100,100,"FALSE",1,"phone_email",-33.7098278,18.4441802,"Entire home/apt",8,3.5,4,5,5877,5,1125,5,1125,15,0.48,4.93,"FALSE","no",165
"8492","within an hour",100,100,"TRUE",2,"phone_email",-34.1998,18.37656,"Entire home/apt",8,2.5,4,6,2640,2,62,2,1125,41,0.72,4.95,"FALSE","no",86
"8493","within an hour",100,90,"TRUE",1,"phone_email",-33.91433,18.41778,"Entire home/apt",4,2,2,2,5018,2,60,2,60,142,2.03,4.89,"FALSE","no",78
"8494","within a day",100,75,"FALSE",1,"phone_email",-33.9865392,18.4600524,"Entire home/apt",4,1,2,2,2173,2,1125,2,1125,5,0.45,4.8,"FALSE","no",19
"8495","within a few hours",100,100,"FALSE",1,"phone_only",-34.01338,18.37897,"Entire home/apt",8,3,4,5,16858,6,21,6,21,15,0.16,5,"FALSE","yes",113
"8496","within a few hours",100,75,"TRUE",1,"phone_email",-34.072292,18.869329,"Entire home/apt",11,5,4,7,4750,5,60,5,60,27,0.59,5,"FALSE","no",119
"8497","within an hour",100,80,"FALSE",2,"phone_only",-34.02032,18.35751,"Entire home/apt",8,4,4,6,5393,4,1125,3.7,1125,21,0.65,4.86,"FALSE","no",41
"8498","within a day",100,91,"TRUE",1,"phone_email",-33.82401,18.47754,"Entire home/apt",4,1,2,3,1680,2,1125,2,1125,77,0.83,4.66,"FALSE","no",129
"8499","within an hour",100,96,"FALSE",3,"phone_email",-33.81475011,18.64986944,"Entire home/apt",14,4,7,7,1701,3,31,3,31,29,0.28,4.83,"FALSE","yes",110
"8500","within a day",100,33,"FALSE",1,"phone_email",-34.19836,18.3777,"Entire home/apt",4,1,2,2,1822,3,256,3,256,22,0.19,4.41,"FALSE","no",126
"8501","within a day",70,64,"TRUE",6,"phone_email",-33.98024,18.48459,"Entire home/apt",6,4,3,4,5143,10,365,10.2,365,1,0.11,5,"FALSE","yes",135
"8502","within an hour",100,100,"FALSE",1,"phone_email",-33.9191,18.41827,"Entire home/apt",4,2,2,2,2130,2,90,2.3,1125,24,0.7,4.63,"FALSE","no",43
"8503","within an hour",100,100,"FALSE",1,"phone_email",-33.80436329,18.51678316,"Private room",2,1,1,1,998,1,365,1,365,1,0.14,5,"FALSE","yes",99
"8504","within an hour",100,100,"TRUE",45,"phone_email",-33.9101285,18.3941886,"Entire home/apt",2,1,1,1,1620,1,35,1.9,1125,2,0.24,5,"TRUE","no",19
"8505","within an hour",100,94,"TRUE",75,"phone_email",-33.82541441,18.48201217,"Entire home/apt",6,3.5,3,4,1535,4,365,4,365,19,0.88,4.84,"FALSE","no",141
"8506","within an hour",100,84,"TRUE",7,"phone_email",-33.9207728,18.38182939,"Entire home/apt",4,2,2,2,3298,1,365,2,365,16,2.45,4.88,"FALSE","no",14
"8507","within an hour",100,91,"FALSE",29,"phone_email",-33.9075628,18.3967102,"Entire home/apt",6,2,3,3,1749,2,1080,2.2,1125,73,3.37,4.48,"FALSE","no",68
"8508","within a day",100,90,"TRUE",3,"phone_email",-33.96012,18.37829,"Entire home/apt",3,1,1,2,1828,3,1125,3,1125,28,0.2,4.79,"FALSE","no",149
"8509","within an hour",99,88,"FALSE",83,"phone_email",-33.9174118,18.42720032,"Entire home/apt",2,1,1,2,1183,2,1125,3.9,1125,74,1.6,4.73,"FALSE","yes",163
"8510","within an hour",96,94,"TRUE",75,"phone_email",-33.937103,18.3791045,"Entire home/apt",6,3.5,3,4,5772,1,365,3.9,365,2,0.87,5,"FALSE","no",156
"8511","within a few hours",100,95,"TRUE",2,"phone_email",-33.90994,18.41151,"Entire home/apt",4,2,2,2,2486,1,730,1.9,730,83,3.96,4.95,"FALSE","no",86
"8512","within an hour",100,96,"TRUE",2,"phone_email",-33.97549,18.49216,"Entire home/apt",6,1,3,3,1286,2,1125,2,1125,162,1.11,4.63,"TRUE","no",154
"8513","within an hour",100,100,"TRUE",3,"phone_email",-34.01716,18.35857,"Entire home/apt",2,1,1,1,1905,2,1125,2,924.8,214,2.01,4.97,"TRUE","no",129
"8514","within an hour",100,100,"FALSE",2,"phone_email",-34.12096242,18.83121595,"Entire home/apt",6,2,3,5,1700,2,365,2.2,731,2,0.37,5,"TRUE","no",16
"8515","within an hour",100,83,"FALSE",5,"phone_email",-33.90568,18.3984,"Entire home/apt",3,1,1,2,1750,5,365,5,365,21,0.49,4.86,"FALSE","yes",158
"8516","within a few hours",100,69,"FALSE",2,"phone_email",-34.00682,18.43348,"Entire home/apt",6,3,3,3,1800,3,14,3,14,4,0.61,5,"FALSE","no",68
"8517","within a day",100,60,"TRUE",1,"phone_email",-34.19419,18.37412,"Entire home/apt",6,1.5,3,4,1764,3,365,2.3,365,55,0.61,4.91,"FALSE","yes",130
"8518","within an hour",100,85,"FALSE",5,"phone_email",-33.98118,18.45325,"Private room",2,1,1,2,621,1,365,1,365,88,0.83,4.45,"FALSE","no",115
